chapter,subchapter,word,pos,meaning,english sentence,chinese sentence
商務與對外發展 / Business & External Development,商業書信與行銷溝通 / Business Correspondence & Marketing Communication,confidential,adj.,秘密的;機密的,This document is confidential and should not be shared externally.,這份文件屬機密，請勿對外分享。
商務與對外發展 / Business & External Development,商業書信與行銷溝通 / Business Correspondence & Marketing Communication,correspondence,n.,通信;信件,All correspondence with the client should be saved in the project folder.,與客戶的所有往來信件都應存放在專案資料夾中。
商務與對外發展 / Business & External Development,商業書信與行銷溝通 / Business Correspondence & Marketing Communication,dictate,v./n.,述;支配;命令,She dictated the email while her assistant typed it.,她口述郵件內容，由助理打字。
商務與對外發展 / Business & External Development,商業書信與行銷溝通 / Business Correspondence & Marketing Communication,elaborate,v./adj.,詳盡說明;詳盡的;精心製作的,Could you elaborate on your request so we can respond accurately?,可以請你再詳細說明需求，好讓我們精準回覆嗎？
商務與對外發展 / Business & External Development,商業書信與行銷溝通 / Business Correspondence & Marketing Communication,inquire,v.,調查;詢問,I’m writing to inquire about the delivery schedule.,我寫信想詢問交貨時程。
商務與對外發展 / Business & External Development,商業書信與行銷溝通 / Business Correspondence & Marketing Communication,jot down,phr. v.,略記下;匆匆記下,Let me jot down your contact number and call you back.,我先記下你的聯絡電話，等一下回電給你。
商務與對外發展 / Business & External Development,商業書信與行銷溝通 / Business Correspondence & Marketing Communication,leaflet,n.,傳單,They handed out leaflets outside the station to advertise the event.,他們在車站外發傳單宣傳活動。
商務與對外發展 / Business & External Development,商業書信與行銷溝通 / Business Correspondence & Marketing Communication,notify,v.,通知;告知,Please notify all participants of the time change.,請通知所有與會者時間異動。
商務與對外發展 / Business & External Development,商業書信與行銷溝通 / Business Correspondence & Marketing Communication,publicity,n.,公開;宣傳;盡人皆知,The product received a lot of publicity after the TV interview.,產品在電視採訪後獲得大量曝光。
商務與對外發展 / Business & External Development,商業書信與行銷溝通 / Business Correspondence & Marketing Communication,response,n.,回應,We received your inquiry and will send a response within two days.,我們已收到你的詢問，會在兩天內回覆。
商務與對外發展 / Business & External Development,商業書信與行銷溝通 / Business Correspondence & Marketing Communication,revise,v.,修訂;修改;校訂,Could you revise the draft before we send it to the client?,寄給客戶前，請先修改這份草稿。
商務與對外發展 / Business & External Development,商業書信與行銷溝通 / Business Correspondence & Marketing Communication,slogan,n.,口號;標語,The ad includes a slogan that highlights our commitment to quality.,這則廣告的標語強調我們對品質的承諾。
商務與對外發展 / Business & External Development,商業書信與行銷溝通 / Business Correspondence & Marketing Communication,urgent,adj.,緊急的;急迫的,"This matter is urgent, so please reply as soon as possible.",此事相當緊急，請盡快回覆。
商務與對外發展 / Business & External Development,商業書信與行銷溝通 / Business Correspondence & Marketing Communication,affirm,v.,堅稱;聲明:斷言:確認,Please affirm that you have received the updated contract.,請確認並回覆你已收到更新後的合約。
商務與對外發展 / Business & External Development,商業書信與行銷溝通 / Business Correspondence & Marketing Communication,ASAP,adv./abbr.,as soon as possible 越快越好,Send me the final version ASAP so we can meet the deadline.,請盡快把最終版寄給我，好讓我們趕上截止日。
商務與對外發展 / Business & External Development,商業書信與行銷溝通 / Business Correspondence & Marketing Communication,banner,n.,標語;旗幟,A banner was placed on the homepage to promote the sale.,首頁放上了一張橫幅來宣傳特賣活動。
商務與對外發展 / Business & External Development,商業書信與行銷溝通 / Business Correspondence & Marketing Communication,circular,n./adj.,廣告;傳單;通告,A circular was sent to all staff about the new travel policy.,關於新差旅規定的通告已發給全體同仁。
商務與對外發展 / Business & External Development,商業書信與行銷溝通 / Business Correspondence & Marketing Communication,composition,n.,寫作;作品;作文;作曲,"Her composition was clear and professional, suitable for a business email.",她的文筆清楚專業，很適合商務郵件。
商務與對外發展 / Business & External Development,商業書信與行銷溝通 / Business Correspondence & Marketing Communication,convene,v.,集合;聚集;開會,We will convene a meeting to discuss the contract details.,我們將召開會議討論合約細節。
商務與對外發展 / Business & External Development,商業書信與行銷溝通 / Business Correspondence & Marketing Communication,courier,n.,遞送急件的信差；郵物專遞公司,The courier will deliver the samples by Friday.,快遞人員會在週五前送達樣品。
商務與對外發展 / Business & External Development,商業書信與行銷溝通 / Business Correspondence & Marketing Communication,draft,n./v.,草稿；匯票,I’m sending you the first draft of the press release.,我把新聞稿第一版草稿寄給你。
商務與對外發展 / Business & External Development,商業書信與行銷溝通 / Business Correspondence & Marketing Communication,enclose,v.,裝入；放入封套,Please enclose a copy of your receipt with the claim form.,請在申請表中附上收據影本。
商務與對外發展 / Business & External Development,商業書信與行銷溝通 / Business Correspondence & Marketing Communication,inform,v.,通知；告知,We will inform you once the shipment is confirmed.,出貨確認後我們會通知你。
商務與對外發展 / Business & External Development,商業書信與行銷溝通 / Business Correspondence & Marketing Communication,issue,n./v.,流出；放出；發行；發佈,The company issued a statement in response to customer concerns.,公司針對客戶疑慮發布了一份聲明。
商務與對外發展 / Business & External Development,商業書信與行銷溝通 / Business Correspondence & Marketing Communication,layout,n.,規劃；設計；編排,The layout of the brochure needs more white space.,這本型錄的版面需要多一些留白。
商務與對外發展 / Business & External Development,商業書信與行銷溝通 / Business Correspondence & Marketing Communication,legible,adj.,（字跡）可以辨認的；易讀的,Make sure your handwriting is legible on the form.,請確保你在表單上的字跡清楚可辨。
